code,code_type,description,code_id
25246,CPT,INJ PROC/WRIST ARTHROGRAM,8130
25520,CPT,CL TX FX/DISLOCATION GALEAZZI,8131
25600,CPT,DISTAL RADIUS/COLLES FX WO RED,8132
25635,CPT,FX/DISLOC W/MANIP EACH BONE,8133
26055,CPT,INCISE FINGER TENDON SHEATH,8134
26432,CPT,CLO TRT DST EXT TNDN W/WO PIN,8135
26645,CPT,CARPOMETAC FX DISLOC THUMB W R,8136
26765,CPT,DISTAL FINGER FX OPEN TRTMT,8137
26910,CPT,AMPUTATION METACARPAL,8138
26952,CPT,AMPUTATION FINGER/THUMB SGL,8139
27086,CPT,REMOVAL FB PELVIS/HIP SUBQ,8140
27369,CPT,INJ PROC/KNEE ARTHROGRAM,8141
27532,CPT,CLOS TRT TIB FX W/SKEL TRACT,8142
27538,CPT,INTERCONDYLAR KNEE FX W/WO RED,8143
27599,CPT,UNLISTED PROCED FEMUR OR KNEE,8144
27613,CPT,BX TISSUE LOWER LEG/ANKLE SUBQ,8145
27614,CPT,BX TISSUE LOWER LEG/ANKLE DEEP,8146
27648,CPT,INJ PROC/ANKLE ARTHROGRAM,8147
27760,CPT,MED MALLEOLUS FX WO REDUCT,8148
27786,CPT,LAT MALLEOLUS FX WO REDUCT,8149
28190,CPT,REM F B FOOT,8150
28540,CPT,CL TX TARSAL BONE DISLOCATION,8151
28600,CPT,TARSMETATARSAL DISLOC WO ANEST,8152
28665,CPT,CL TX INTPHAL DISLOC REQ ANES,8153
28825,CPT,AMPUTATION TOE IP JOINT,8154
29075,CPT,SHORT ARM CAST APPLICATION RT,8155
29131,CPT,APPLY FINGER SPLINT - DYNAMIC,8156
29345,CPT,APP LONG LEG CAST,8157
29540,CPT,STRAPPING ANKLE,8158
29581,CPT,APPLY MULTLYR COMPRS LWR LEG,8159
30906,CPT,NOSEBLEED POSTERIOR SUBSEQUENT,8160
31237,CPT,NAS/SINUS ENDO W BX/POLYP/DEBR,8161
31295,CPT,NSL/SINS NDSC SURG MAX SINS,8162
31513,CPT,INJECTION INTO VOCAL CORD,8163
31515,CPT,LARYNGOSCOPY DIRECT W/ASPIR,8164
31528,CPT,LARYNGOSCOPY AND DILATION,8165
31571,CPT,LARYNGOSCOP W/VC INJ + SCOPE,8166
31572,CPT,LARGSC W/LASER DSTRJ LES,8167
31574,CPT,LARGSC W/NJX AUGMENTATION,8168
31575,CPT,LARYNGOSCOPY DIAGNOSTIC,8169
31575,CPT,RHINOLARYNGOSCOPY,8170
31576,CPT,FLEX FIBEROP LARYNGOSCOPY W/BX,8171
31579,CPT,LARYNGOSCOPY TELESCOPIC,8172
31615,CPT,TRACHEOBRONC EST TRACH INCISIO,8173
31627,CPT,COMP ASST NAV BRONCHOSCOPY,8174
31630,CPT,BRONCHIAL DILATION,8175
31631,CPT,BRONCHIAL DILAT W/ STENT PLACE,8176
31632,CPT,BRONCH W/TBB EA ADD LOBE,8177
31634,CPT,BRONCH W/BALLOON OCCLUSION,8178
31637,CPT,BRNCHSC EA MAJOR BRONCH STENTD,8179
31638,CPT,BRNCHSC REV TRACH/BR STNT PREV,8180
31641,CPT,LASER TREATMENT/THERAPY,8181
31645,CPT,BRNCHSC W/THER ASPIR 1ST,8182
31645,CPT,BRNCHSC W/THR ASP TRACH TR 1ST,8183
31646,CPT,BRNCHSC W/THER ASP TRACH TREE,8184
31647,CPT,FIBEROPTIC BRONCH W/EMPH VALVE,8185
31648,CPT,BRONCHIAL VALVE REMOV 1ST LOBE,8186
31649,CPT,BRONCHIAL VALVE REMOV ADD LOBE,8187
31651,CPT,BRONCHIAL VALVE ADDL INSERT,8188
31654,CPT,BRONCH W EBUS INT PERPH LESION,8189
31660,CPT,BRONCHIAL THERMOPLASTY 1 LOBE,8190
31899,CPT,UNLIST PROC TRACHEA BRONCHI,8191
32408,CPT,BX LUNG MEDIASTINUM PERC NDL,8192
32552,CPT,REMOVE LUNG CATHETER,8193
32552,CPT,REMV INDW TUNLD CATH W CUFF,8194
32554,CPT,PLACEMENT OF FIDUCIAL MARKERS,8195
32557,CPT,PORT PLRL DRN W TBE INS & GDE,8196
32561,CPT,INSTL FBRNLYSS CH TUBE 1ST DAY,8197
32562,CPT,INSTL TPA VIA CH TUBE SUBQ DAY,8198
32999,CPT,UNLISTED PROCED LUNGS/PLEURA,8199
33025,CPT,CREATION OF PERICARDIAL WINDOW,8200
33206,CPT,INS NEW ATRIAL PACER & LEAD,8201
33212,CPT,INS GEN ONLY W EXS SNGL LEAD,8202
33213,CPT,INS GEN ONLY W EXS DUAL LEADS,8203
33218,CPT,RPR SNGL LEAD PMKR/ CVD,8204
33220,CPT,RPR DUAL LEADS PMKR/CVD,8205
33221,CPT,INS PULSE GEN W EXST MLT LEADS,8206
33223,CPT,RELOCATE ICD POCKET,8207
33226,CPT,REPOS EXIST LV LEAD,8208
33241,CPT,REMOVAL SQ GENERATOR ONLY,8209
33249,CPT,INS PCR DFIB W LEAD DUAL CHM,8210
33249,CPT,INS PCR DFIB W LEAD SNGL CHM,8211
33262,CPT,RMV RPL SQ PLS GEN SNGL LEAD,8212
33271,CPT,INSERT SQ DEFIB LEAD ONLY,8213
33272,CPT,REMOVAL SQ DEFIB ELECTRODE,8214
33273,CPT,REPOS SQ DFIB LEAD & OR SQ GEN,8215
33289,CPT,TCAT IMPL WRLS P-ART PRS SNR,8216
33340,CPT,PERQ CLSR TCAT L ATR APNDGE,8217
33361,CPT,TRNSCTH AO VLV RPL PRQ FEM ART,8218
33362,CPT,REPLACE AORTIC VALVE OPEN,8219
33363,CPT,TRNSCTH AO VLV RPL  OPN AXIL A,8220
33364,CPT,TRNSCTH AO VLV RPL OPN ILC ART,8221
33418,CPT,TRANSCATH MITRAL VALVE REPAIR,8222
33419,CPT,TRANSCATH MIT VLV REPAIR ADDON,8223
33741,CPT,TAS CONGENITAL CAR ANOMAL,8224
33968,CPT,REMV INTR AORTIC BALL PUMP PER,8225
33975,CPT,IMPELLA INSERTION 2.5 AS DEVIC,8226
33977,CPT,IMPELLA PUMP 2.5 REMOVAL,8227
33990,CPT,INSERT PERQ VAD L HRT ART ACC,8228
33992,CPT,RMVL PERQ LHRT VAD SEP SESSION,8229
33999,CPT,THROMBCTMY RT ARTL CLOT TRANST,8230
33999,CPT,MICRA TRANSCATH PROCEDURE,8231
33999,CPT,CORONARY INTRAVASCULAR LITHO,8232
33999,CPT,PVAD TANDEM HEART INSERTION,8233
33999,CPT,VENTRIC ASSIST DEV OCCLUSION,8234
34820,CPT,XPOSE FOR ENDPROSTH ILIAC,8235
34846,CPT,VISC & INFRAREN ABD 2 PROSTH,8236
35190,CPT,REPAIR ARTERIOVENOUS FISTULA,8237
35206,CPT,RPR BLD VESSEL UPPER EXTREM,8238
36002,CPT,INJ PX PERCU TX EXTR F/ANEUR,8239
36005,CPT,CONTRAST INJECTION - LEFT,8240
36005,CPT,CONTRAST INJECTION - RIGHT,8241
36005,CPT,INJ CONT VENOGRAPHY INC NEEDLE,8242
36222,CPT,CTH PLC COM CRTD EXT CAR LT,8243
36222,CPT,CTH PLC COM CRTD EXT CAR RT,8244
36222,CPT,CTH PLC COM CRTD EXT CAR UNI,8245
36223,CPT,CTH PLC COM CRTD INT CAR LT,8246
36224,CPT,CTH PLC INT CRTD ART LT,8247
36224,CPT,CTH PLC INT CRTD ART RT,8248
36224,CPT,CTH PLC INT CRTD ART UNI,8249
36227,CPT,CTH PLC EXT CRTD ART RT,8250
36420,CPT,VENIPUNCTURE CUTDOWN 0-1 YR,8251
36468,CPT,SCLEROSING SPIDER VEINS,8252
36471,CPT,SCLEROSING INJ MULT VNS LT,8253
36471,CPT,SCLEROSING INJ MULT VNS RT,8254
36473,CPT,ABLAT EXTR MCHNCHEM 1ST VEIN,8255
36475,CPT,ABLAT EXTR RADIOFREQ 1ST VEIN,8256
36476,CPT,ABLAT EXTR RADIOFREQ 2ND VEIN,8257
36478,CPT,ENDOVENOUS LASER 1ST VEIN,8258
36479,CPT,ENDOVENOUS LASER VEIN ADD ON,8259
36481,CPT,PERC PORTAL VEIN CATHETERIZATN,8260
36500,CPT,VEN CATH CVP W/SBCTPRT/PMP>5Y,8261
36511,CPT,AUTOLYMPHOCYTE THERAPY,8262
36514,CPT,PLASMA EXCHANGE,8263
36522,CPT,PHOTOPHERESIS,8264
36566,CPT,CV DEV - 2CATH W PORT TESIO,8265
36568,CPT,INSERT PICC WO PORT <5YEARS,8266
36569,CPT,PIC CATH - WO PUMP/PORT >5 YRS,8267
36575,CPT,REPAIR CV ACC CATH WO/SC PR/PM,8268
36585,CPT,PIC DEV REPLACE W PUMP/PORT,8269
36589,CPT,REMOVE IMPL VENOUS ACCESS PORT,8270
36800,CPT,INS CANNULA/HEMODIALYSIS,8271
36903,CPT,INTRO CATH DIA CIR W/STENT,8272
36906,CPT,AV AXCS THROMBECTOMY STENT PTA,8273
36908,CPT,ADD ON STENT CENTRAL,8274
37183,CPT,TIPS REVISION INCL EVERYTHING,8275
37215,CPT,TRANSCATH STENT CCA W/EPS LT,8276
37215,CPT,TRANSCATH STENT CCA W/EPS RT,8277
37216,CPT,TRANSCATH STENT CCA W/O EPS LT,8278
37220,CPT,REVASC INIT ILIAC PTA RT,8279
37221,CPT,REVASC INIT ILIAC STENT,8280
37222,CPT,REVASC ADDL ILIAC PTA,8281
37223,CPT,REVASC ADDL ILIAC STENT RT,8282
37224,CPT,REVASC INIT FEM-POP PTA,8283
37225,CPT,REVASC INIT FEM-POP ATHRMY LT,8284
37230,CPT,REVASC INIT TIB-PERN STENT LT,8285
37237,CPT,OPN/PRQ PLC STNT ARTERY EA ADD,8286
37247,CPT,PTA ADDITIONAL ARTERY,8287
37607,CPT,LIGATION OF A-V FISTULA,8288
37618,CPT,LIGATION OF MAJOR ARTERY EXTRM,8289
37765,CPT,STAB PHLEB VEINS 10-20 INCIS,8290
37766,CPT,STAB PHLEB VEINS 20+ INCIS,8291
37799,CPT,PL TBO AORT TO AUG CRB BLD FLW,8292
38204,CPT,ACTIVATION OF DONOR SEARCH,8293
38204,CPT,GIFT OF LIFE FORMAL SEARCH,8294
38205,CPT,ALLOGENIC HARV /2DAY PREP-NMDP,8295
38205,CPT,ALLOGENIC HARVEST/ PREP- NMDP,8296
38205,CPT,ALLOGENIC HARVEST/PREP - LOCAL,8297
38205,CPT,PERIPH STEM CELL COLL-ALLOGEN,8298
38207,CPT,CRYOPRESERVATION,8299
38208,CPT,STEM CELL THAW,8300
38210,CPT,MAGNETIC BEAD SEPARATION,8301
38210,CPT,T CELL DEPLETION,8302
38214,CPT,VOLUME (PLASMA) DEPLETION,8303
38220,CPT,ASPIRATION BONE MARROW DIAG,8304
38221,CPT,BIOPSY BONE MARROW DIAG,8305
38240,CPT,ALLOGENIC TRANSPLANT - EA TX,8306
38241,CPT,AUTOLOGOUS TRANSPLANT - EA TX,8307
38242,CPT,ALLOGENIC DONOR LYMPH INFUSION,8308
38243,CPT,TRANSPLJ HEMATOPOIETIC BOOST,8309
38790,CPT,INJ LYMPHANGIOGRAPHY,8310
38792,CPT,INJ PROC/IDENT SENTINEL NODE,8311
38794,CPT,THORACIC LYMPH DUCT CANNULATIO,8312
40490,CPT,BIOPSY LIP,8313
41007,CPT,INT ID AB/CYST/HEM T/MOUTH/LSS,8314
41008,CPT,INTRAORAL I&D ABSC CYST HEMA,8315
41108,CPT,BIOPSY FLOOR OF MOUTH,8316
41599,CPT,UNL PROC TONGUE/FLOOR OF MOUTH,8317
41805,CPT,REM FB DENTOALV STRUCT/SOFT,8318
41825,CPT,EXC LES DENTOALVEOLAR STRUCTUR,8319
42100,CPT,BIOPSY PALATE UVULA,8320
42310,CPT,DRAIN ABSCESS SUBMAX DUCT,8321
42550,CPT,INJ PROC SIALOGRAPHY,8322
42720,CPT,DRAINAGE OF THROAT ABSCESS,8323
42809,CPT,REMOVAL FOREIGN BODY/PHARYNX,8324
43180,CPT,ESOP DIVER HYPO CRICO,8325
43197,CPT,ESOPHAGOSCOPY FLEX DX BRUSH,8326
43198,CPT,ESOPHAGOSCOPY FLEX TRNSN BX,8327
43201,CPT,ESOPHAGOSCOPY W/DIR SUBMUC INJ,8328
43202,CPT,ESOPH W BX SINGLE MULT,8329
43205,CPT,ESOPHAGOSCOPY W/BAND LIGATION,8330
43213,CPT,ESOPHAGOSCOPY RETRO BALLOON,8331
43217,CPT,ESOPH W/REMOVAL BY SNARE,8332
43220,CPT,ESOPH W/BALLOON DILATION,8333
43226,CPT,ESOPH W/DIL OVER WIRE,8334
43229,CPT,ESOPH W/ABLATION,8335
43236,CPT,EGD INJECTION OF BOTOX,8336
43243,CPT,EGD W/INJECTION SCLEROSIS,8337
43245,CPT,EGD W/DILATION GASTRIC OUTLET,8338
43250,CPT,EGD W/HOT BIOPSY,8339
43253,CPT,EGD US TRANSMURAL INJXN/MARK,8340
43320,CPT,FUSE ESOPHAGUS & STOMACH,8341
43753,CPT,GASTRIC INTUBATION/LAVAGE,8342
44372,CPT,ENTEROSCOPY W/PERC JESTMY TUBE,8343
44373,CPT,ENTEROSCOPY CONVRT G TO J TUBE,8344
44385,CPT,ENDO EVAL SMALL INT POUCH DIAG,8345
44386,CPT,ENDO EVAL SM INT POUCH W/BX,8346
44388,CPT,STOMA DIAG W/WO BRUSHING,8347
44389,CPT,COLOSTOMY W/BIOPSY SINGLE/MULT,8348
44389,CPT,STOMA W/BIOPSY SINGLE/MULT,8349
44391,CPT,COLOSTOMY W/CNTRL OF BLEEDING,8350
44393,CPT,COLONOSCOPY STOMA W/ABLAT,8351
45300,CPT,PROCTO DIAG W/WO BRUSHING,8352
45305,CPT,PROCTO W/BX SINGLE/MULT,8353
45332,CPT,FLEX SIG W/FOREIGN BODY REM,8354
45337,CPT,FLEX SIG W/DECOMP OF VOLVULUS,8355
45346,CPT,FLEX SIG W/ABLATION,8356
45379,CPT,COLONOSCOPY W/FOREIGN BODY REM,8357
45389,CPT,COLONO FLEX ENDO STENT,8358
45392,CPT,COLONOSCOPY WITH FNA,8359
45910,CPT,DILATION OF RECTAL STRICTURE,8360
45915,CPT,REMOVE FECAL IMPACT/FB W/ANEST,8361
46040,CPT,INC&DRN ISCHIOREC/PERIREC ABS,8362
46220,CPT,REMOVAL OF SINGLE ANAL TAG,8363
46221,CPT,LIGATION OF HEMORRHOIDS(S),8364
46320,CPT,EXC EXT THROMBOTIC HEMORRHOID,8365
46600,CPT,ANOSCOPY DIAG W/WO BRUSHING,8366
46601,CPT,HIGH RESOLUTION ANOSCOPY,8367
46606,CPT,ANOSCOPY W/BIOPSY SGL/MULT,8368
46607,CPT,HI RES ANOSCOPY W BIOPSY,8369
46910,CPT,DEST LESION ANUS SMPL ELECTRO,8370
46916,CPT,CRYOSURGERY ANAL LESION(S),8371
46930,CPT,DESTROY INTERNAL HEMORRHOIDS,8372
46945,CPT,LIGATE INT HEMORRHOID WO BAND,8373
47382,CPT,ABLATION LIVER 1 OR> TUMORS,8374
47383,CPT,ABLATION LIVER 1 OR> TUMORS RF,8375
47999,CPT,UNLISTED PROC BILIARY TRACT,8376
48000,CPT,PLACE DRAINS PERIPANC/ACUTE PA,8377
49000,CPT,EXPL LAPOR CELIO W OR W/O BX,8378
49421,CPT,PERITONEAL CATHETER INSERTION,8379
49427,CPT,INJ PROC EVAL PREV PL PV SHUNT,8380
49442,CPT,PERCUT INSERT CECOSTOMY TUBE,8381
49520,CPT,REP RECURR INGUINAL HERNIA/RED,8382
49591,CPT,RPR AA HERNIA 1ST < 3 CM REDUC,8383
49592,CPT,RPR AA HERNIA 1ST < 3 NCR/STRN,8384
49593,CPT,RPR AA HERNIA 1ST 3-10CM REDUC,8385
49594,CPT,RPR AA HERN 1ST 3-10 NCR/STRN,8386
49595,CPT,RPR AA HERNIA 1ST > 10CM REDUC,8387
49596,CPT,RPR AA HERN 1ST > 10 NCR/STRN,8388
49600,CPT,RPR SML OMPHALOCELE W/PRIM CLS,8389
49605,CPT,RPR LG OMPHALO/GASTR W/WO PRST,8390
49606,CPT,RPR LG OMPHALO/GASTR RMVL PRST,8391
49610,CPT,RPR OMPHALOCEL GRS TYP OPRAT 1,8392
49611,CPT,RPR OMPHALOCEL GRS TYP OPRAT 2,8393
49613,CPT,RPR AA HERNIA RECUR <3CM REDUC,8394
49614,CPT,RPR AA HERN RCUR <3CM NCR/STRN,8395
49615,CPT,RPR AA HERNIA RCUR 3-10CM RDUC,8396
49616,CPT,RPR AA HERN RCUR 3-10 NCR/STRN,8397
49617,CPT,RPR AA HERNIA RCUR >10CM REDUC,8398
49618,CPT,RPR AA HERN RECUR >10 NCR/STRN,8399
49999,CPT,UNLISTD PROC ABD PERITN/OMENTM,8400
50382,CPT,PERCUT CHANGE URETERAL STENT,8401
50391,CPT,INSTLL RX AGNT INTO RNAL TUBE,8402
50430,CPT,NJX PX NFRO&/URTGRM NEW AXC,8403
50553,CPT,URETERAL PTA,8404
50590,CPT,LITHOTRIPSY,8405
50592,CPT,RENAL RFA,8406
50593,CPT,PERC CRYO ABLATE RENAL TUM,8407
50684,CPT,INJ URETOGRAPHY OSTOMY OR CATH,8408
50705,CPT,URETERAL EMBOLIZATION/OCCL,8409
51701,CPT,INS NON-INDWELLNG BLADDER CATH,8410
51702,CPT,CATHETERIZATION URETHA SIMPLE,8411
51720,CPT,INJ INTRACAVITARY CHEMO BLADDR,8412
51798,CPT,POST VOID RESIDUAL PVR,8413
52281,CPT,CYSTO W CAL/DIL WWO MEATOMY/IN,8414
53899,CPT,UNLISTED PROCEDURE URINARY SYS,8415
54056,CPT,CRYOSURGERY PENILE LESIONS SPL,8416
54100,CPT,BIOPSY PENIS CUTANEOUS,8417
54450,CPT,FORESKIN MANIPULATION W/LYSIS,8418
55700,CPT,BX PROSTATE NDL/PNCH SGL/MULT,8419
55880,CPT,ABLAT MAL PROSTATE TISS HIFU,8420
55899,CPT,GENITAL SURGERY PROCEDURE,8421
56501,CPT,DESTRUCT LESION VULVA SIMPLE,8422
56605,CPT,BIOPSY VULVA ONE LESION,8423
56606,CPT,BIOPSY VULVA EACH ADD LES,8424
56820,CPT,COLPOSCOPY OF VULVA,8425
56821,CPT,COLPOSCOPY OF VULVA W BX,8426
57420,CPT,COLP VAGINA W WO CERVIX,8427
57452,CPT,COLPOSCOPY W/O BIOPSY,8428
57454,CPT,COLPOSCPY W BX CERV & ENDOCERV,8429
57455,CPT,COLPOSCOPY OF CERVIX W BIOPSY,8430
57456,CPT,COLP CERV UP ADJ VAG W ECC,8431
57500,CPT,CERV BX POLYP,8432
57505,CPT,ECC SEPARATE PROCEDURE,8433
58100,CPT,BIOPSY ENDOMETRIAL,8434
58300,CPT,IUD INSERTION,8435
58340,CPT,INJ HYSTEROSALPINGOGRAM,8436
58661,CPT,LAPAROSCOPY SURG REM ADNEX STR,8437
58805,CPT,DRAIN OVAR CYST(S) ABD APPROCH,8438
59025,CPT,FETAL NON STRESS TEST,8439
59409,CPT,VAGINAL DELIVERY,8440
61055,CPT,INJ MYELO SPINAL C1-C2 PUNC,8441
61070,CPT,PUNC SHUNT TUBE FOR ASP/INJ,8442
61107,CPT,DRILL HOLE FOR IMPLANTATION,8443
61796,CPT,SRS CRANIAL LESION SIMPLE,8444
61885,CPT,INSRT/REDO NEUROSTIM 1 ARRAY,8445
62252,CPT,REPRO PROGRAM CEREBRSPIN SHUNT,8446
62284,CPT,INJ/MYELO-CT LUMBAR NOT C1-C2,8447
62321,CPT,NEURAXIAL C/T INJ-W/ IMG GUIDE,8448
62322,CPT,NEURAXIAL LUMBAR/SACRAL INJ,8449
62323,CPT,NEURAXIAL L/S INJ-W/ IMG GUIDE,8450
62325,CPT,NEURAXIAL C/T CONT-W/IMG GUIDE,8451
62326,CPT,NJX INTERLAMINAR LMBR/SAC,8452
64400,CPT,INJ NERVE BLOCK TRIGEMINAL LT,8453
64400,CPT,INJ NERVE BLOCK TRIGEMINAL RT,8454
64415,CPT,INTERSCALENE SINGLE,8455
64417,CPT,AXILLARY BLOCK CONT,8456
64417,CPT,INJ ANES/STRD AXILLARY NRV IMG,8457
64421,CPT,NRV BLK INTRCOST MULT REGIONAL,8458
64425,CPT,CT INJ ILIOINGUNL/POSTRC NRV,8459
64430,CPT,PUDENDAL BLOCK,8460
64445,CPT,INJ AA/STRD SCIATIC NRV IMG LT,8461
64445,CPT,INJ AA/STRD SCIATIC NRV IMG RT,8462
64445,CPT,INJ ANES/STRD SCIATIC NRVE IMG,8463
64450,CPT,OTHER PERIPHERAL BLOCK,8464
64479,CPT,INJ ANES CER/TH TRANSF SNG LEV,8465
64480,CPT,INJ ANES CER/TH TRANSF EA ADDL,8466
64483,CPT,ESI TRNSFML LUM/SAC 1ST LV UNI,8467
64483,CPT,INJ EPIDURAL LUMB PLEX SINGLE,8468
64483,CPT,INJ ANES LUM/SA TRANSF SNG LEV,8469
64484,CPT,INJ ANES LUM/SA TRANSF EA ADDL,8470
64490,CPT,INJ FACET JT CRV/THO 1ST L UNI,8471
64493,CPT,INJ FACET JT LUM/SAC 1ST L UNI,8472
64517,CPT,N BLOCK INJ HYPOGAS PLXS,8473
64520,CPT,INJ ANES LUMB/THOR PRVRT/SYMPA,8474
64530,CPT,EUS CELIAC PLEXUS BLOCK,8475
64530,CPT,INJ ANES CELIAC PLEXUS,8476
64555,CPT,PERC IMPLNT NEUROSTM PRPH NRV,8477
64600,CPT,DSTRJ TRIGEM NRV SUPR/INFRORB,8478
64612,CPT,CHEMODENERV FACIAL,8479
64612,CPT,CHEMODENERVE FACE MUSCLE,8480
64616,CPT,CHEMODENERV MUSC NECK DYSTON,8481
64620,CPT,INJ INTERCOASTAL NERVE NRLYTC,8482
64625,CPT,RF ABLTJ NRV NRVTG SI JT UNILA,8483
64632,CPT,DEST COMMON DIGITAL NERVE,8484
64633,CPT,DST FCT JT CR/TH 1ST W IMG UNI,8485
64635,CPT,DST FCT JT LM/SA 1ST W IMG UNI,8486
64640,CPT,DESTRCT NEURO AGNTPERIPH NERV,8487
64644,CPT,CHEMODENERV 1 EXT >5 MUSC,8488
64647,CPT,CHEMODENERV TRNK MUSC >6 MUSC,8489
64650,CPT,CHEMODENERVE ECCRINE GLANDS,8490
64680,CPT,DESTRT NEURO AGNT CELIAC PLEX,8491
64999,CPT,PARAVERTEBRAL-THORACIC CONT,8492
64999,CPT,UNLISTED PX NERVOUS SYSTEM,8493
64999,CPT,CHEMODENERVE EXTREMITIES,8494
64999,CPT,INJ ANES FACIAL NERVE,8495
64999,CPT,QL BLOCK LT,8496
64999,CPT,QL BLOCK RT,8497
65286,CPT,APPL TISSUE GLUE CORNEA/SCLERA,8498
65435,CPT,REMOVE CORNEAL EPITHELIUM,8499
65778,CPT,COVER EYE W/MEMBRANE W/O SUT,8500
65800,CPT,PARACEN ANT CHMBR DX ASP AQUE,8501
65810,CPT,DRAINAGE OF EYE,8502
66030,CPT,INJECT EYE/MEDICATION,8503
66761,CPT,IRIDOTOMY / IRIDECTOMY,8504
66999,CPT,ANTERIOR EYE PROCEDURE,8505
67015,CPT,ASP/RLS EYE FLUID PARS PLANA,8506
67025,CPT,INJ VITREOUS SUBST W/WO ASP,8507
67105,CPT,RPR DTCH RETINA W/PHOTOCOAG,8508
67110,CPT,INJ OF GAS/AIR REPAIR DET RET,8509
67500,CPT,RETROBULBAR INJECT MEDICATION,8510
67599,CPT,UNLISTED PROCEDURE ORBIT,8511
67875,CPT,TEMP CLOSURE EYELID BY SUTURE,8512
67938,CPT,REMOVAL EMBEDDED FB OF EYELID,8513
68200,CPT,SUBCONJUNCTIVAL INJECTION,8514
68399,CPT,UNLISTED PROCEDURE CONJUNCTIVA,8515
68700,CPT,PLASTIC REPAIR OF CANALICULI,8516
69100,CPT,BIOPSY OF EXTERNAL EAR,8517
69105,CPT,BIOPSY EXTERNAL AUDITORY CANAL,8518
69120,CPT,EXC EXTRNL EAR CMPLT AMPUTATN,8519
69210,CPT,REMOVE IMPACTED CERUMEN,8520
69420,CPT,MYRINGOTOMY INCL ASPEUST INFL,8521
69990,CPT,MICROSCOPE PROCEDURE,8522
71271,CPT,LOW DOSE CT LUNG CANCER SCRN,8523
72295,CPT,DISKOGRAM LUMBAR,8524
74263,CPT,CT COLONOGRAPY -  SCREENING,8525
74485,CPT,DILATION URETER(S) OR URETHRA,8526
75571,CPT,CT HRT W/O DYE W/CA TEST,8527
75731,CPT,ANGIO ADRENAL SEL UNI,8528
75801,CPT,LYMPHANGIOGRAM EXTREM UNI,8529
75803,CPT,LYMPHANGIOGRAM EXTREM BI,8530
75805,CPT,LYMPHANGIOGRAM PELV ABD UNI,8531
75807,CPT,LYMPHANGIOGRAM PELV ABD BI,8532
75833,CPT,VENO RENAL SEL BI,8533
75842,CPT,VENO ADRENAL SEL BI,8534
76010,CPT,CHILD NOSE TO RECT/F B SING VW,8535
76496,CPT,UNLISTED FLU PROC DIAG INTERV,8536
76498,CPT,MR UNLISTED PROCEDURE,8537
76498,CPT,VOLUME ACQUISITION ANALYSIS,8538
76499,CPT,INREACH ENB PLANNING,8539
76706,CPT,US ABDOMINAL AAA SCREENING,8540
76882,CPT,PORT LMTD JT/FCL EVL NVASC XTR,8541
76937,CPT,PORT US GUIDE FOR VASC AXCS,8542
76940,CPT,US GUIDANCE FOR TISSU ABLATION,8543
76965,CPT,US INTERSTITIAL RAD ELEM APP,8544
77046,CPT,MR BREAST WO CONT UNILAT,8545
77065,CPT,MAMMO DIGITAL DX UNI WWO CAD,8546
77084,CPT,MRI WHOLE BODY W/O CONTRAST,8547
77086,CPT,FRACTURE ASSESSMENT VIA DXA,8548
77280,CPT,SIMULATION FIELD SETTING SIMPL,8549
77280,CPT,TB SIMULATION FIELD SET SIMPL,8550
77285,CPT,SIMULATION FIELD SETTING INTER,8551
77293,CPT,RESP MOTION MGMT SIMUL,8552
77295,CPT,CT 3-DIMENSIONAL SIMULATION,8553
77300,CPT,GAMMA KNIFE DOSIMETRY PLANNING,8554
77301,CPT,IMRT PLANNING,8555
77306,CPT,TELETHX ISODOSE PLAN SIMPLE,8556
77307,CPT,TELETHX ISODOSE PLAN CPLX,8557
77321,CPT,SPEC TELETHERAPY PORT PLN BODY,8558
77331,CPT,SPECIAL DOSIMETRY TLD ETC,8559
77334,CPT,GAMMA KNIFE APPLY SRT MASK,8560
77334,CPT,GAMMA KNIFE HEAD FRAME INSTALL,8561
77338,CPT,DESIGN MLC DEVICE FOR IMRT,8562
77371,CPT,GAMMA KNIFE MULTI SHOT TRTMT,8563
77371,CPT,GAMMA KNIFE SINGLE SHOT TRTMT,8564
77372,CPT,LINAC SRS 1 SESSION CRANIAL,8565
77372,CPT,TB LINAC SRS  1SESSION CRANIAL,8566
77373,CPT,H LINAC SRS PER FRACTION,8567
77373,CPT,LINAC SRS PER FRACTION,8568
77373,CPT,SBRT PER FRACTION (MAX = 5),8569
77373,CPT,TB LINAC SRS PER FRACTION,8570
77385,CPT,H NTSTY MODUL RAD TX DLVR SMPL,8571
77385,CPT,NTSTY MODUL RAD TX DLVR SMPL,8572
77385,CPT,TB NTSTY MOLUL RAD TX DLVR SPL,8573
77386,CPT,NTSTY MODUL RAD TX DLVR CPLX,8574
77386,CPT,TB NTSTY MOL RAD TX DLVR CPLX,8575
77387,CPT,GUIDANCE FOR RADIAJ TX,8576
77387,CPT,TB GUIDANCE FOR RADIA TX,8577
77402,CPT,RADIATION TREAT=OR> 1MEV SMPL,8578
77402,CPT,TB RADIATION TREAT =OR>1MV SPL,8579
77407,CPT,TB RADIATION TREAT=OR> 1MV INT,8580
77412,CPT,RADIATION TREAT=OR> 1MEV CPLX,8581
77412,CPT,TB RADIATION TRT =OR> 1MV CPLX,8582
77417,CPT,PORT VERIFICATION IMAGES,8583
